Module	DEG_Count	NonAuthor_DEG_Count	LDEG_Count	Total_DEG_Count	Module_Gene_Count	DEG+LDEG_Percent_In_Module	DEG_Percent_In_Module
0	16	0	446	462	2380	0.19411764705882353	0.0067226890756302525
1	37	0	155	192	2945	0.06519524617996604	0.012563667232597622
2	20	0	91	111	2162	0.0513413506012951	0.009250693802035153
3	32	0	369	401	1848	0.21699134199134198	0.017316017316017316
4	36	0	205	241	1440	0.1673611111111111	0.025
5	14	0	149	163	1256	0.12977707006369427	0.011146496815286623
6	17	0	76	93	995	0.09346733668341708	0.017085427135678392
7	12	0	63	75	834	0.08992805755395683	0.014388489208633094
8	7	0	34	41	484	0.08471074380165289	0.014462809917355372
9	6	0	14	20	435	0.04597701149425287	0.013793103448275862
10	0	0	2	2	351	0.005698005698005698	0.0
11	4	0	43	47	345	0.13623188405797101	0.011594202898550725
12	5	0	29	34	323	0.10526315789473684	0.015479876160990712
13	6	0	15	21	241	0.08713692946058091	0.024896265560165973
14	3	0	9	12	212	0.05660377358490566	0.014150943396226415
15	77	0	69	146	209	0.6985645933014354	0.3684210526315789
16	0	0	2	2	198	0.010101010101010102	0.0
17	3	0	96	99	196	0.5051020408163265	0.015306122448979591
18	1	0	2	3	196	0.015306122448979591	0.00510204081632653
19	1	0	12	13	175	0.07428571428571429	0.005714285714285714
20	1	0	75	76	171	0.4444444444444444	0.005847953216374269
21	0	0	0	0	157	0.0	0.0
22	1	0	3	4	156	0.02564102564102564	0.00641025641025641
23	0	0	16	16	152	0.10526315789473684	0.0
24	3	0	8	11	142	0.07746478873239436	0.02112676056338028
25	2	0	5	7	137	0.051094890510948905	0.014598540145985401
26	2	0	5	7	129	0.05426356589147287	0.015503875968992248
27	1	0	15	16	121	0.1322314049586777	0.008264462809917356
28	2	0	14	16	118	0.13559322033898305	0.01694915254237288
29	3	0	18	21	117	0.1794871794871795	0.02564102564102564
30	1	0	4	5	117	0.042735042735042736	0.008547008547008548
31	0	0	0	0	110	0.0	0.0
32	4	0	3	7	110	0.06363636363636363	0.03636363636363636
33	2	0	9	11	106	0.10377358490566038	0.018867924528301886
34	1	0	9	10	103	0.0970873786407767	0.009708737864077669
35	0	0	0	0	103	0.0	0.0
36	2	0	8	10	99	0.10101010101010101	0.020202020202020204
37	3	0	2	5	93	0.053763440860215055	0.03225806451612903
38	1	0	7	8	83	0.0963855421686747	0.012048192771084338
39	1	0	2	3	80	0.0375	0.0125
40	1	0	1	2	75	0.02666666666666667	0.013333333333333334
41	3	0	33	36	70	0.5142857142857142	0.04285714285714286
42	0	0	0	0	69	0.0	0.0
43	0	0	21	21	63	0.3333333333333333	0.0
44	0	0	12	12	62	0.1935483870967742	0.0
45	0	0	7	7	59	0.11864406779661017	0.0
46	0	0	4	4	57	0.07017543859649122	0.0
47	0	0	9	9	57	0.15789473684210525	0.0
48	0	0	9	9	50	0.18	0.0
49	0	0	10	10	49	0.20408163265306123	0.0
50	0	0	0	0	47	0.0	0.0
51	1	0	10	11	45	0.24444444444444444	0.022222222222222223
52	2	0	16	18	44	0.4090909090909091	0.045454545454545456
53	3	0	27	30	43	0.6976744186046512	0.06976744186046512
54	2	0	13	15	42	0.35714285714285715	0.047619047619047616
55	1	0	5	6	41	0.14634146341463414	0.024390243902439025
56	0	0	3	3	41	0.07317073170731707	0.0
57	0	0	4	4	40	0.1	0.0
58	0	0	4	4	38	0.10526315789473684	0.0
59	0	0	9	9	38	0.23684210526315788	0.0
60	0	0	8	8	36	0.2222222222222222	0.0
61	0	0	3	3	36	0.08333333333333333	0.0
62	1	0	17	18	35	0.5142857142857142	0.02857142857142857
63	0	0	5	5	35	0.14285714285714285	0.0
64	0	0	8	8	35	0.22857142857142856	0.0
65	0	0	5	5	34	0.14705882352941177	0.0
66	0	0	4	4	32	0.125	0.0
67	0	0	8	8	30	0.26666666666666666	0.0
68	0	0	8	8	27	0.2962962962962963	0.0
69	2	0	3	5	27	0.18518518518518517	0.07407407407407407
70	0	0	7	7	25	0.28	0.0
71	0	0	2	2	24	0.08333333333333333	0.0
72	1	0	11	12	24	0.5	0.041666666666666664
73	0	0	3	3	23	0.13043478260869565	0.0
74	0	0	10	10	23	0.43478260869565216	0.0
75	0	0	8	8	22	0.36363636363636365	0.0
76	0	0	4	4	21	0.19047619047619047	0.0
77	0	0	3	3	21	0.14285714285714285	0.0
