baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000002933	119.37187877389	3.49270233858235	0.74757825755388	4.67202236460258	2.98248475071177e-06	8.4858408465747e-05
ENSG00000004799	279.876856920219	1.76613099373135	0.453314187827587	3.89604173254573	9.77775483499745e-05	0.00148177088867029
ENSG00000004809	68.5922770624054	2.03901563396976	0.556428661222046	3.66446909742501	0.000247852161511669	0.0030230683294827
ENSG00000005020	822.431918168318	1.06086811672814	0.205883295993422	5.15276439309593	2.56674363006684e-07	1.13533469642536e-05
ENSG00000005961	2124.91033941789	1.25492309961634	0.405074719422786	3.09800399640972	0.00194828801304195	0.0148572350529794
ENSG00000006282	173.792911228636	-1.19203042052272	0.243127989843998	-4.9028925928585	9.44356255377735e-07	3.39688602019814e-05
ENSG00000007237	744.893118953367	1.47063493021297	0.221071778456215	6.65229610257212	2.88555425040738e-11	5.48985387568469e-09
ENSG00000008394	231.30598322247	1.61749471843068	0.320179207374945	5.05184184723311	4.37569948736478e-07	1.77170950269173e-05
ENSG00000010327	825.209226395148	1.43627806345337	0.305098503729064	4.70758802779586	2.50665046461185e-06	7.3986013993805e-05
ENSG00000012779	2126.61794787525	1.23782751315599	0.195124558660657	6.34378123211392	2.24193132153954e-10	3.1580384929339e-08
ENSG00000012817	668.116444226752	12.0845623418338	1.81897361016382	6.64361608893568	3.06079193363754e-11	5.75392445524648e-09
ENSG00000013588	11.0624783505875	-2.12327309101308	0.710577242801134	-2.98809610429265	0.00280721267016238	0.019214865745355
ENSG00000014257	239.599487104725	1.52778479858593	0.196332818792981	7.78160680409154	7.16091379128743e-15	8.07699926272998e-12
ENSG00000018280	2413.79722292757	1.32526277892486	0.254358178881131	5.21022278408508	1.88614007512712e-07	8.81184554033503e-06
ENSG00000019991	85.5430332372146	1.25004471363673	0.37441236484503	3.3386843785304	0.000841761467326849	0.00787531503226807
ENSG00000030582	13954.9933068304	1.06199373187274	0.279255982418011	3.80293995021052	0.000142989024712276	0.00198238778685825
ENSG00000033327	160.378470537892	1.09493084062581	0.250914802845383	4.36375545886197	1.27848486987338e-05	0.000281177640392347
ENSG00000038427	8834.3147537604	1.98619552630905	0.313220966826084	6.34119595005234	2.2798834031693e-10	3.1580384929339e-08
ENSG00000044115	755.402474444591	1.11711025398412	0.217712510333333	5.13112568622605	2.88014504895288e-07	1.24946072714327e-05
ENSG00000047617	2.46744606139992	3.22171149072501	0.99825435404761	3.22734529297265	0.00124944585343979	0.0106189448179051
ENSG00000049323	206.264605819001	1.51833811883541	0.370765130385264	4.09514809889942	4.21898605991235e-05	0.000750247847658513
ENSG00000050165	14.2777156566745	-1.06281515969797	0.381247604570782	-2.78772940985299	0.00530788579644269	0.0312971666486957
ENSG00000051128	257.487941079558	1.29030620373592	0.197627890914005	6.52896814193793	6.62243339585746e-11	1.16194273059983e-08
ENSG00000058866	116.210264410922	1.56377122735317	0.252730101538629	6.18751473541491	6.11201353019785e-10	7.78345206898018e-08
ENSG00000059377	1375.11906920094	1.18506530313698	0.163318355087438	7.2561672722121	3.98212590507482e-13	1.69950676127125e-10
ENSG00000060982	127.925638517358	1.26296103399143	0.315112556843229	4.00796796752143	6.12434244258209e-05	0.00101585600326485
ENSG00000062282	164.808718543679	1.56453857716421	0.276421756144629	5.65996902337027	1.51400320667607e-08	1.0720907908799e-06
ENSG00000064989	24.573794544386	1.27285394489054	0.405603702177396	3.13817141721709	0.00170005423655745	0.0134160701896446
ENSG00000065833	29.9627724215652	1.4896549341618	0.27962648402732	5.32730273866427	9.96819427217852e-08	5.09858172445191e-06
