Module	Transcript_Id	Locus_Tag	Expression_Fold_Change	Expression_Pvalue	FoldChange_Module	FisherTest_Module
1	ENSG00000055813	114800	1.9930370893282	0.0888631462932087	1.1386575669451495	1.554352222953662e-10
1	ENSG00000056998	8908	2.61902152432775	0.243364451291631	1.1386575669451495	1.554352222953662e-10
1	ENSG00000062096	416	1.0338189248358	0.50764823444008	1.1386575669451495	1.554352222953662e-10
1	ENSG00000062370	7771	-1.36648450979443	0.0502170787226748	1.1386575669451495	1.554352222953662e-10
1	ENSG00000063438	57491	-1.50371748210257	0.311658681540171	1.1386575669451495	1.554352222953662e-10
1	ENSG00000070778	11099	1.58827421589329	0.217194364552278	1.1386575669451495	1.554352222953662e-10
1	ENSG00000072315	7224	1.1801548103691	0.297983451612329	1.1386575669451495	1.554352222953662e-10
1	ENSG00000074219	8463	-1.18168929171938	0.203442971745519	1.1386575669451495	1.554352222953662e-10
1	ENSG00000087510	7022	2.93509104398695	0.168724149183787	1.1386575669451495	1.554352222953662e-10
1	ENSG00000095970	54209	1.19604218600986	0.0638669194375399	1.1386575669451495	1.554352222953662e-10
1	ENSG00000104611	63898	1.03039284016424	0.0686303791466074	1.1386575669451495	1.554352222953662e-10
1	ENSG00000109738	2743	1.3534797319515	NA	1.1386575669451495	1.554352222953662e-10
1	ENSG00000110427	25758	2.22223665858442	0.0650797598012184	1.1386575669451495	1.554352222953662e-10
1	ENSG00000114646	10675	1.5460764118227	0.40236858369125	1.1386575669451495	1.554352222953662e-10
1	ENSG00000115380	2202	1.90042511472419	0.435274412020559	1.1386575669451495	1.554352222953662e-10
1	ENSG00000117407	9048	2.00190669658854	0.28094056661293	1.1386575669451495	1.554352222953662e-10
1	ENSG00000118017	51146	1.6274970292165	0.597799566290942	1.1386575669451495	1.554352222953662e-10
1	ENSG00000120498	56159	1.32121475428859	0.0782123764334937	1.1386575669451495	1.554352222953662e-10
1	ENSG00000121764	3061	1.67374390887287	0.0901967821486032	1.1386575669451495	1.554352222953662e-10
1	ENSG00000124196	149699	-1.27447212766001	0.398795369932966	1.1386575669451495	1.554352222953662e-10
1	ENSG00000125798	3170	1.35347934991365	NA	1.1386575669451495	1.554352222953662e-10
1	ENSG00000125823	128817	1.93058266299263	0.052039916496206	1.1386575669451495	1.554352222953662e-10
1	ENSG00000125848	23767	2.79536809845561	0.280431400252117	1.1386575669451495	1.554352222953662e-10
1	ENSG00000126895	554	-1.11676340639312	0.0985765699013915	1.1386575669451495	1.554352222953662e-10
1	ENSG00000130383	2527	1.89400976848799	0.434746332610087	1.1386575669451495	1.554352222953662e-10
1	ENSG00000132394	60678	1.91601531690699	0.0915567001235313	1.1386575669451495	1.554352222953662e-10
1	ENSG00000135406	5630	2.15547275845085	0.372127584945196	1.1386575669451495	1.554352222953662e-10
1	ENSG00000137142	347252	1.46436115824473	0.12430455464772	1.1386575669451495	1.554352222953662e-10
1	ENSG00000139865	319089	1.69452193212905	0.316485691878232	1.1386575669451495	1.554352222953662e-10
1	ENSG00000140522	6017	1.85417154886283	0.238502472374767	1.1386575669451495	1.554352222953662e-10
1	ENSG00000143355	56956	1.48651015217952	0.459019923750928	1.1386575669451495	1.554352222953662e-10
1	ENSG00000144230	2840	1.63474509627121	0.206602386695193	1.1386575669451495	1.554352222953662e-10
1	ENSG00000144278	114805	1.37686580493241	0.357256921928975	1.1386575669451495	1.554352222953662e-10
1	ENSG00000144366	51454	1.64768340960211	0.226828867142705	1.1386575669451495	1.554352222953662e-10
1	ENSG00000144681	6769	1.2408137398097	0.113154043897062	1.1386575669451495	1.554352222953662e-10
1	ENSG00000145506	85409	1.18375862799848	0.745623872312668	1.1386575669451495	1.554352222953662e-10
1	ENSG00000148602	26103	2.31868398264732	0.312429247636662	1.1386575669451495	1.554352222953662e-10
1	ENSG00000149050	7761	2.54870751199269	0.253886091873367	1.1386575669451495	1.554352222953662e-10
1	ENSG00000151005	84076	1.63440487729046	0.0617167430373016	1.1386575669451495	1.554352222953662e-10
1	ENSG00000151892	2674	2.40421618280432	0.168920082656563	1.1386575669451495	1.554352222953662e-10
1	ENSG00000152192	5457	1.75526806017143	0.367196399225679	1.1386575669451495	1.554352222953662e-10
1	ENSG00000153294	221393	2.58531657048131	0.489004049810992	1.1386575669451495	1.554352222953662e-10
