baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004468	373.914761791464	1.52715408387864	0.163340232060304	9.34952806553394	8.80396714089537e-21	5.92513608106424e-19
ENSG00000004809	53.692612552025	1.76052836189012	0.355096823296702	4.95788260099164	7.12656030312151e-07	5.20308656388586e-06
ENSG00000004939	53.3454311477157	4.19452537326803	0.486100058693318	8.6289341016401	6.1926356382287e-18	3.00435130611301e-16
ENSG00000005108	0.735841149804806	1.85895137261467	0.779152163841521	2.38586435215597	0.0170390346082567	0.0399571387944736
ENSG00000005189	12.6171348181272	1.10609972340536	0.203992283083102	5.42226258115246	5.88493493332914e-08	5.38059781289368e-07
ENSG00000005249	440.468295262723	1.51572131648957	0.186955610894107	8.10738607544698	5.17203225519014e-16	1.95336965047287e-14
ENSG00000005513	15.4466175297251	-1.07610744640641	0.29500498539689	-3.64776020635261	0.000264536351910116	0.00105074989391944
ENSG00000005961	1343.2335902961	2.3834166992582	0.235877861467795	10.1044527215354	5.27894857949859e-24	5.00019774974517e-22
ENSG00000006071	1.44919432075043	1.18828313261515	0.440394463727088	2.6982245020944	0.00697104112172375	0.0185046824082293
ENSG00000006282	268.508817721175	-1.26338632208568	0.22452466046185	-5.62693790288728	1.83436724927379e-08	1.86161238642287e-07
ENSG00000006327	38.6301462949634	2.4218777448415	0.322399720401442	7.5120342592911	5.82155480294181e-14	1.59271309708159e-12
ENSG00000006740	6.95082682864205	1.187123373146	0.273916926945647	4.33388102876005	1.46503368817009e-05	7.94758578352151e-05
ENSG00000007038	26.56705672732	-1.845289794818	0.443739666193874	-4.15849637839628	3.2034931091086e-05	0.00016104727222483
ENSG00000007062	5.93030187529373	1.46077999274914	0.350753944642933	4.16468585759232	3.11781556253385e-05	0.000156916317684793
ENSG00000007174	2.73074338917118	1.38612555006449	0.355880000119546	3.89492399010585	9.82295281796287e-05	0.000434413293841826
ENSG00000007372	1.22974489154985	1.78480185998652	0.609056205569842	2.93043867489477	0.00338483796330204	0.0098687610307522
ENSG00000007384	1.9950377295808	2.24239800773211	0.577590027892985	3.88233504638618	0.000103458195098627	0.000454616742428969
ENSG00000008256	120.727347318637	-1.00754663842534	0.123061561770177	-8.18733830395377	2.67066680152138e-16	1.05675621108605e-14
ENSG00000008323	1.86656741395763	1.05857958901073	0.390672784128097	2.70963228568191	0.00673578385638577	0.0179413781575685
ENSG00000008394	205.834543232999	1.22226867989702	0.189530774391765	6.44891935792212	1.12650479839544e-10	1.72217667812769e-09
ENSG00000008438	0.418743330101953	2.27306509802087	0.92175719480666	2.46601286198547	0.0136626428154909	0.0332050816838065
ENSG00000010030	46.7657982667512	1.2245028170445	0.341899446110236	3.58147060773446	0.000341665581026485	0.00131537574871745
ENSG00000011105	8.19683108826071	1.71937353574698	0.337548510053076	5.09370796949046	3.5112748561444e-07	2.73775446318367e-06
ENSG00000011332	1.73521063843326	1.2153321258082	0.425001319216242	2.85959612560599	0.00424180841347263	0.0119830920337679
ENSG00000011426	20.9965675125429	2.96153896365935	0.226487530632114	13.0759470748516	4.51900304096703e-39	1.32621626949823e-36
ENSG00000011590	81.640756105075	1.77054617421655	0.294081143891768	6.02060421414903	1.73767182900422e-09	2.14832880406309e-08
ENSG00000012171	2.22801032446746	1.15540910032923	0.379482735212371	3.04469477295884	0.00232916559062549	0.00714351934270646
ENSG00000012223	2.55426734294232	4.18582200354845	0.747871823532504	5.59697781335992	2.18120608184052e-08	2.18144979201726e-07
ENSG00000013016	284.91371134839	1.05941006554212	0.14554405222791	7.27896502347737	3.36390875769884e-13	8.00807108780912e-12
ENSG00000013306	1170.15215427763	1.02853251402802	0.15517035861655	6.6284084357225	3.393255000571e-11	5.64030185888784e-10
ENSG00000015520	0.521711779283065	2.25252457263808	0.841615975339544	2.67642801306061	0.00744115491414403	0.0196014648724259
ENSG00000017427	10.5214058236642	1.68036752526392	0.256473908818692	6.55180689920321	5.68450186042066e-11	9.1104702153313e-10
ENSG00000017483	224.779745750107	1.38536360311182	0.0907963060660826	15.2579291287857	1.45802568491238e-52	9.32199136117911e-50
ENSG00000018607	1.02781591737932	1.88238664077066	0.585495389087609	3.21503239112443	0.00130429803827608	0.00431998954324113
ENSG00000018625	2.23924222947036	1.04311627365521	0.404499331332539	2.57878367862533	0.00991488538564878	0.0252018001098799
ENSG00000021645	3.14689502871231	1.15566809291685	0.33190311669369	3.48194408184304	0.000497787629557515	0.00183740085450281
ENSG00000022556	41.7683570516172	1.34935664891331	0.275288666100977	4.90160625943954	9.50562102523229e-07	6.7581265922839e-06
ENSG00000023445	662.818154996977	-1.06543309825525	0.240805072573654	-4.42446285233203	9.66825375716645e-06	5.46341789017657e-05
ENSG00000024422	6.21661585087229	1.24266522446472	0.278359445071562	4.46424666547689	8.03509551966203e-06	4.6207606807899e-05
ENSG00000024526	8.79395714270834	3.56028337516271	0.324829284019339	10.9604753952872	5.91876305849728e-28	7.51473023214314e-26
ENSG00000029153	29.7538518706704	1.73682352243509	0.178156634354744	9.74885683446814	1.86557143499946e-22	1.51119727734663e-20
ENSG00000029534	150.924414332071	1.37334669805765	0.278751613486911	4.92677578033872	8.35975917868945e-07	6.02724159552551e-06
ENSG00000029993	50.9900383969522	1.81397112423987	0.152400162833917	11.9026849480253	1.14599711091768e-32	2.05156402796483e-30
ENSG00000035499	20.2187425767913	2.90068904046929	0.252696019400073	11.4789661006763	1.68280734882499e-30	2.57483907339017e-28
ENSG00000036448	137.543432069507	1.66690151880739	0.520036207009043	3.20535665851899	0.00134895216551339	0.00444650003075322
ENSG00000036672	4.16340453271138	-1.79949501581392	0.495110780114259	-3.63453006496575	0.000278487782285437	0.00109812517147002
ENSG00000041515	9.80448481648721	-2.06840634097599	0.525597326799591	-3.93534410376608	8.30775777692838e-05	0.000374529034808793
ENSG00000042062	33.2588248979777	1.25195833814053	0.173616259308955	7.2110661934758	5.5515457737042e-13	1.27578655251415e-11
ENSG00000042781	0.817422497363168	1.67490306503679	0.648789521542588	2.58158155984775	0.0098348749540021	0.0250375329104871
ENSG00000047597	47.3547339154364	3.07321578385231	0.297697826450886	10.3232724957746	5.53053583716003e-25	5.56222767173252e-23
ENSG00000047617	1.82845821543549	2.30832042178778	0.570463084935848	4.04639753691927	5.20118753385064e-05	0.00024691503376026
ENSG00000047648	26.7825217746335	1.37709022248408	0.244287824164922	5.63716274927556	1.72874717519361e-08	1.76241639694283e-07
ENSG00000048462	86.1438056145468	3.21848410857242	0.260862538605855	12.3378547405587	5.66450872455548e-35	1.22175946008424e-32
ENSG00000049323	157.836680147335	1.69726065838564	0.218525142468134	7.7668896092043	8.04368878339225e-15	2.48701410363192e-13
ENSG00000050628	2.90954343046525	1.87069941063608	0.430888455221971	4.34149346069714	1.41517491343079e-05	7.7051281326758e-05
ENSG00000050767	6.08792277269475	1.60348150686844	0.309920235678449	5.17385224413711	2.29316190435483e-07	1.85504674251062e-06
ENSG00000051180	40.6006631795401	2.57023241841379	0.198431661717199	12.9527334305995	2.26734504708828e-38	6.34218922390225e-36
ENSG00000051341	30.450616397313	2.16358936799924	0.184330696089298	11.7375424381357	8.18298228909513e-32	1.34396099944386e-29
ENSG00000054356	7.01311042064947	1.40254710384361	0.299904270894802	4.67664931766038	2.91600292649431e-06	1.86038076942627e-05
ENSG00000054598	0.682872094253513	1.79905649618297	0.786529630663981	2.28733467379255	0.0221762961016478	0.0498931824571696
ENSG00000060566	1.61027337247442	1.69722697081461	0.649379423132257	2.61361372158684	0.00895902628662797	0.0230669478761993
ENSG00000062370	3.44901064346363	-1.46212409213663	0.460075991454767	-3.17800563231603	0.00148291870103654	0.00482939977914428
ENSG00000063660	14.389124227699	1.35258491696102	0.226506947545066	5.97149417102056	2.35090462566777e-09	2.83597672565394e-08
ENSG00000064205	0.741938076940285	1.51208264388809	0.57263364701886	2.64057596293899	0.00827652361776796	0.0215483312689473
ENSG00000064601	3507.36229156313	1.04907833717844	0.116013817218915	9.04270165681086	1.52846590814507e-19	9.03055996290858e-18
ENSG00000065328	36.3597827820213	3.55280639861763	0.246961380288319	14.3860809105855	6.32816341461802e-47	3.23676518424262e-44
ENSG00000065485	98.6035571668328	1.09168595051864	0.115187453590897	9.47747273236805	2.60516032673762e-21	1.83612520351405e-19
ENSG00000065534	193.483113431367	1.4342875506353	0.212230736288163	6.75815188563378	1.39762976995128e-11	2.48464430403852e-10
ENSG00000066279	33.5730408691196	3.06417364653337	0.20782570829489	14.7439586356926	3.36469815100435e-49	1.94305891287999e-46
