"x"
"ENSG00000000003"	21
"ENSG00000000005"	5
"ENSG00000000419"	16
"ENSG00000000457"	2
"ENSG00000000460"	19
"ENSG00000000938"	12
"ENSG00000000971"	30
"ENSG00000001036"	4
"ENSG00000001084"	7
"ENSG00000001167"	3
"ENSG00000001460"	4
"ENSG00000001461"	2
"ENSG00000001497"	3
"ENSG00000001561"	3
"ENSG00000001617"	33
"ENSG00000001626"	3
"ENSG00000001629"	1
"ENSG00000001630"	1
"ENSG00000001631"	6
"ENSG00000002016"	7
"ENSG00000002330"	27
"ENSG00000002549"	55
"ENSG00000002586"	3
"ENSG00000002587"	0
"ENSG00000002726"	3
"ENSG00000002745"	15
"ENSG00000002746"	8
"ENSG00000002822"	1
"ENSG00000002834"	13
"ENSG00000002919"	3
"ENSG00000002933"	3
"ENSG00000003056"	4
"ENSG00000003096"	4
"ENSG00000003137"	7
"ENSG00000003147"	3
"ENSG00000003249"	26
"ENSG00000003393"	1
"ENSG00000003400"	1
"ENSG00000003402"	6
"ENSG00000003436"	10
"ENSG00000003509"	0
"ENSG00000003756"	5
"ENSG00000003987"	3
"ENSG00000003989"	3
"ENSG00000004059"	3
"ENSG00000004139"	3
"ENSG00000004142"	7
"ENSG00000004399"	7
"ENSG00000004455"	0
"ENSG00000004468"	2
"ENSG00000004478"	22
"ENSG00000004487"	5
"ENSG00000004534"	5
"ENSG00000004660"	4
"ENSG00000004700"	3
"ENSG00000004766"	39
"ENSG00000004776"	4
"ENSG00000004777"	0
"ENSG00000004779"	21
"ENSG00000004799"	19
"ENSG00000004809"	60
"ENSG00000004838"	1
"ENSG00000004846"	1
"ENSG00000004848"	3
"ENSG00000004864"	1
"ENSG00000004866"	8
"ENSG00000004897"	3
"ENSG00000004939"	53
"ENSG00000004948"	3
"ENSG00000004961"	6
"ENSG00000004975"	9
"ENSG00000005001"	3
"ENSG00000005007"	5
"ENSG00000005020"	4
"ENSG00000005022"	7
"ENSG00000005059"	2
"ENSG00000005073"	6
"ENSG00000005075"	31
"ENSG00000005100"	6
"ENSG00000005102"	2
"ENSG00000005108"	6
"ENSG00000005156"	7
"ENSG00000005175"	21
"ENSG00000005187"	3
"ENSG00000005189"	6
"ENSG00000005194"	33
"ENSG00000005206"	10
"ENSG00000005238"	10
"ENSG00000005243"	8
"ENSG00000005249"	15
"ENSG00000005302"	2
"ENSG00000005339"	0
"ENSG00000005379"	2
"ENSG00000005381"	12
"ENSG00000005421"	28
"ENSG00000005436"	9
"ENSG00000005448"	5
"ENSG00000005469"	30
"ENSG00000005471"	2
"ENSG00000005483"	2
"ENSG00000005486"	10
"ENSG00000005513"	11
"ENSG00000005700"	16
"ENSG00000005801"	38
"ENSG00000005810"	2
"ENSG00000005812"	7
"ENSG00000005844"	2
"ENSG00000005882"	2
"ENSG00000005884"	8
"ENSG00000005889"	2
"ENSG00000005893"	9
"ENSG00000005961"	15
"ENSG00000005981"	6
"ENSG00000006007"	1
"ENSG00000006015"	2
"ENSG00000006016"	0
"ENSG00000006025"	8
"ENSG00000006042"	4
"ENSG00000006047"	5
"ENSG00000006062"	3
"ENSG00000006071"	3
"ENSG00000006116"	5
"ENSG00000006118"	36
"ENSG00000006125"	1
"ENSG00000006128"	11
"ENSG00000006194"	2
"ENSG00000006210"	3
"ENSG00000006282"	8
"ENSG00000006283"	8
"ENSG00000006327"	34
"ENSG00000006377"	11
"ENSG00000006432"	1
"ENSG00000006451"	5
"ENSG00000006453"	6
"ENSG00000006459"	1
"ENSG00000006468"	3
"ENSG00000006530"	23
"ENSG00000006534"	7
"ENSG00000006555"	2
"ENSG00000006576"	9
"ENSG00000006606"	7
"ENSG00000006607"	4
"ENSG00000006611"	3
"ENSG00000006625"	10
"ENSG00000006634"	10
"ENSG00000006638"	15
"ENSG00000006652"	3
"ENSG00000006659"	4
"ENSG00000006695"	2
"ENSG00000006704"	14
"ENSG00000006712"	31
"ENSG00000006715"	7
"ENSG00000006740"	4
"ENSG00000006744"	8
"ENSG00000006747"	3
"ENSG00000006756"	6
"ENSG00000006757"	1
"ENSG00000006788"	0
"ENSG00000006831"	22
"ENSG00000006837"	25
"ENSG00000007001"	20
"ENSG00000007038"	2
"ENSG00000007047"	26
"ENSG00000007062"	3
"ENSG00000007080"	9
"ENSG00000007129"	2
"ENSG00000007168"	25
"ENSG00000007171"	51
"ENSG00000007174"	0
"ENSG00000007202"	8
"ENSG00000007216"	0
"ENSG00000007237"	12
"ENSG00000007255"	35
"ENSG00000007264"	2
"ENSG00000007306"	3
"ENSG00000007312"	2
"ENSG00000007314"	0
"ENSG00000007341"	2
"ENSG00000007350"	2
"ENSG00000007372"	3
"ENSG00000007376"	1
"ENSG00000007384"	1
"ENSG00000007392"	28
"ENSG00000007402"	3
"ENSG00000007516"	27
"ENSG00000007520"	35
"ENSG00000007541"	0
"ENSG00000007545"	9
"ENSG00000007866"	4
"ENSG00000007908"	0
"ENSG00000007923"	1
"ENSG00000007933"	1
"ENSG00000007944"	29
"ENSG00000007952"	4
"ENSG00000008018"	6
"ENSG00000008056"	3
"ENSG00000008083"	6
"ENSG00000008086"	1
"ENSG00000008118"	5
"ENSG00000008128"	6
"ENSG00000008130"	1
"ENSG00000008196"	4
"ENSG00000008197"	49
"ENSG00000008226"	1
"ENSG00000008256"	13
"ENSG00000008277"	10
"ENSG00000008282"	10
"ENSG00000008283"	10
"ENSG00000008294"	22
"ENSG00000008300"	36
"ENSG00000008311"	4
"ENSG00000008323"	3
"ENSG00000008324"	2
"ENSG00000008382"	37
"ENSG00000008394"	10
"ENSG00000008405"	11
"ENSG00000008438"	41
"ENSG00000008441"	24
"ENSG00000008513"	2
"ENSG00000008516"	1
"ENSG00000008517"	2
"ENSG00000008710"	9
"ENSG00000008735"	4
"ENSG00000008838"	8
"ENSG00000008853"	32
"ENSG00000008869"	9
"ENSG00000008952"	9
"ENSG00000008988"	22
"ENSG00000009307"	5
"ENSG00000009335"	1
"ENSG00000009413"	2
"ENSG00000009694"	6
"ENSG00000009709"	11
"ENSG00000009724"	77
"ENSG00000009765"	6
"ENSG00000009780"	5
"ENSG00000009790"	2
"ENSG00000009830"	1
"ENSG00000009844"	42
"ENSG00000009950"	3
"ENSG00000009954"	6
"ENSG00000010017"	5
"ENSG00000010030"	69
"ENSG00000010072"	2
"ENSG00000010165"	6
"ENSG00000010219"	14
"ENSG00000010244"	21
"ENSG00000010256"	1
"ENSG00000010270"	30
"ENSG00000010278"	24
"ENSG00000010282"	11
"ENSG00000010292"	7
"ENSG00000010295"	2
"ENSG00000010310"	3
"ENSG00000010318"	4
"ENSG00000010319"	0
"ENSG00000010322"	3
"ENSG00000010327"	12
"ENSG00000010361"	27
"ENSG00000010379"	11
"ENSG00000010404"	2
"ENSG00000010438"	28
"ENSG00000010539"	1
"ENSG00000010610"	2
"ENSG00000010626"	8
"ENSG00000010671"	1
"ENSG00000010704"	8
"ENSG00000010803"	1
"ENSG00000010810"	2
"ENSG00000010818"	11
"ENSG00000010932"	3
"ENSG00000011007"	6
"ENSG00000011009"	19
"ENSG00000011021"	5
"ENSG00000011028"	9
"ENSG00000011052"	1
"ENSG00000011083"	41
"ENSG00000011105"	24
"ENSG00000011114"	66
"ENSG00000011132"	2
"ENSG00000011143"	8
"ENSG00000011198"	5
"ENSG00000011201"	4
"ENSG00000011243"	2
"ENSG00000011258"	16
"ENSG00000011260"	10
