baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000001617	1.78579259664198	1.21224168932781	0.718054842562017	1.68822994773287	0.0913670965236033	0.308482994261355
ENSG00000001626	0.658701083125416	1.66161571663364	1.36073417039016	1.22111706517755	0.222041699282104	NA
ENSG00000003137	0.286161935288045	1.44215908508206	1.96621892015748	0.733468216736798	0.463272906043743	NA
ENSG00000004776	1.91150022472176	2.31954911681901	0.840008196120073	2.76134105301927	0.00575645288734382	0.0688794434009192
ENSG00000005108	1.79752593989586	1.23272744307519	0.694372008386748	1.77531269720854	0.0758462700383602	0.279103032996533
ENSG00000005249	1092.09596266003	1.4886615762703	0.349445411524186	4.26006903274866	2.04363774506666e-05	0.00182228192638753
ENSG00000005381	159.201318092363	2.36011378307087	0.416555074858384	5.66579049330569	1.46348254076701e-08	1.39799073112862e-05
ENSG00000005513	6.11858565476559	-1.2134217818589	0.64666530014531	-1.8764294010924	0.06059634052508	0.247983516355628
ENSG00000005961	5139.34317011385	1.99446373984207	0.396206537412575	5.0338991195524	4.80602654636315e-07	0.000157337639667306
ENSG00000006047	0.973224648802369	1.85409001490474	1.13178255043355	1.63820339357105	0.101379271958871	NA
ENSG00000006071	2.77410568249643	1.08014007788854	0.664687329717699	1.62503485412801	0.104155132443879	0.330762357372798
ENSG00000006210	3.78590912431399	1.07093822431328	0.564647734894732	1.89664840241134	0.057874357839568	0.24232266026375
ENSG00000006283	0.875618966962485	1.51385337940852	0.992252101301961	1.52567414815464	0.127091035822846	NA
ENSG00000006611	0.436714449998159	1.77154815860725	1.60254204774792	1.1054612645558	0.268959769915104	NA
ENSG00000006638	174.160502478825	1.09745823660894	0.273753294003233	4.00893162073141	6.09940735305173e-05	0.00393535745966004
ENSG00000007062	13.2123440038925	1.26612684483867	0.432922460381759	2.92460419753269	0.00344894591941021	0.0519863909144148
ENSG00000007216	0.308180080674652	1.29174240026743	1.97584277458125	0.653767808291929	0.513261409333324	NA
ENSG00000007306	0.258496640778783	1.25145364741607	2.94541822030856	0.424881478218386	0.670923077367799	NA
ENSG00000007908	0.662988140270509	2.30396492256246	1.21893568466451	1.89014478085166	0.0587385994229837	NA
ENSG00000007952	0.390579973831432	1.10241449601133	1.32192228884088	0.833948035612573	0.404310266958321	NA
ENSG00000008056	9.36039424215373	1.39286916455123	0.446174661213889	3.12180248148047	0.00179747490186304	0.0342080595232257
ENSG00000008196	0.355903738964371	1.79051132912067	1.63996739430181	1.09179690726897	0.274922378743239	NA
ENSG00000008438	3.99359242037969	3.48842103745134	0.866252160460824	4.02702722911028	5.64864932500135e-05	0.00367440008550907
ENSG00000009709	0.668099467814149	1.62021369465171	1.18240514984459	1.37026948408053	0.170602795185179	NA
ENSG00000010278	327.086673691185	1.13771708159655	0.356484319314215	3.19149264064469	0.00141539716746443	0.0293279162428138
ENSG00000010932	0.461588044291554	1.16908125935457	1.30868030016964	0.89332838524659	0.371681341375524	NA
ENSG00000011105	21.4630919429459	1.49029626865159	0.447292965879031	3.33181244136676	0.000862823855719119	0.0217032333406876
ENSG00000012223	9.73272083955916	1.44675574331825	0.781774898419332	1.85060398619019	0.064226545835664	0.255185641295901
ENSG00000012504	0.21901127985784	1.33616167356242	2.4291633969706	0.550050142871717	0.582284981671493	NA
ENSG00000013016	618.81811416306	1.52377604285462	0.320797122823727	4.74996792191278	2.03448918366865e-06	0.000403642654039859
ENSG00000013306	2143.41108319952	1.10548974090324	0.422698053733282	2.61531779278264	0.00891444700365615	0.0873395696555743
ENSG00000015413	1.55287120274317	1.64121027853471	0.755663298578082	2.17188036209109	0.0298646880777731	NA
ENSG00000016082	0.251009243637479	1.11465418221181	2.00276242917469	0.556558364574043	0.577829207244227	NA
ENSG00000016490	0.38737382360235	1.09780641982256	1.94539967404079	0.564308935830293	0.572543901105951	NA
ENSG00000016602	0.258958375763983	1.18221294675836	2.38192808406713	0.496326045553708	0.619664393103682	NA
ENSG00000018607	2.81349131520097	1.46061236278492	0.741272105672561	1.97041322829718	0.048791030738895	0.221205480569189
ENSG00000019102	30.5599962135629	1.36723770433489	0.3539486273355	3.86281397565334	0.000112088362606092	0.00568391850250443
ENSG00000019169	281.686236887913	1.10248944371525	0.331223963880798	3.32853164003561	0.000873050875766613	0.0218483927151617
ENSG00000019505	1.42104325380881	1.1226200750545	0.984789370343311	1.13995957801934	0.25430314194053	NA
ENSG00000019549	0.359037827540496	1.33637709065693	1.66743808191327	0.801455301490734	0.422868111007316	NA
ENSG00000021852	0.730141611818121	2.7720648503853	1.42018418067317	1.95190517406787	0.050949463886128	NA
ENSG00000022267	245.374332613384	1.20402580818223	0.334428832880267	3.60024522351306	0.000317917207264456	0.0115205066522864
ENSG00000022355	1.03518928390374	1.20536523514177	1.3414291978038	0.898567913323494	0.368882856062399	NA
ENSG00000024422	13.2051331928306	1.3222785951452	0.343395862259514	3.85059559671083	0.000117830925521234	0.00592103057003678
ENSG00000027644	0.887448758636	1.60687868583511	0.898579348272086	1.78824350784941	0.0737367296878536	NA
ENSG00000029534	351.724542922515	1.43909184943965	0.51541149382619	2.79212215225637	0.0052363584264275	0.0652366412435301
ENSG00000034971	0.847144045784339	3.81476686489531	1.65970399043528	2.29846218776328	0.021535497597497	NA
ENSG00000035403	3875.5979821736	1.11522535597122	0.241703191396431	4.61402826138973	3.94938687650931e-06	0.000620640282217383
ENSG00000036448	180.489796655643	-1.24671090024383	0.717949872433947	-1.73648739015345	0.0824776920955817	0.292901874406758
ENSG00000036672	2.05628698888163	1.40458957390848	0.667185654981803	2.10524546416813	0.0352699465931983	0.187117805998758
ENSG00000039139	1.57762841389763	1.157840653216	0.79038737719956	1.46490276365289	0.14294744870387	NA
ENSG00000039537	0.570033774471245	1.60333283667603	1.64280526125447	0.975972547988862	0.329078068464397	NA
ENSG00000039987	1.21991425736802	1.90221722236041	0.894877689167847	2.12567286612017	0.0335305077464414	NA
ENSG00000040731	0.449824556549664	2.56215272742193	2.20233532144184	1.16337993695916	0.244675385963999	NA
ENSG00000041353	141.616251498044	1.12043472107023	0.387718508628437	2.88981489440313	0.00385468729473848	0.0550689439622765
ENSG00000042781	2.32687348295458	1.71980495690669	0.825901184507173	2.08233743838608	0.037311658520792	0.193028241213172
ENSG00000043039	2.7324228142315	1.01642052032615	0.570967045396538	1.78017370445651	0.0750475373928467	0.277397752562867
ENSG00000046889	3.50542071470211	1.4103490553705	0.589180211890847	2.39374817230248	0.0166771947555077	0.123981468458744
ENSG00000047597	149.322783871638	1.26190913023098	0.461051046782476	2.73702692801032	0.00619972179726688	0.0716693258311871
